topic~key,Book,Citation,bk1,c1,vf1,vt1,bk2,c2,vf2,vt2,bk3,c3,vf3,vt3,bk4,c4,vf4,vf4,bk5,c5,vf5,vt5,bk6,c6,vf6,vt6
le.go.lu.d115~leluLI.Gospel.chapverse,Mark,13.24-31,Mark,12,24,31,,,,,,,,,,,,,,,,,,,,
le.go.lu.d116~leluLI.Gospel.chapverse,Mark,13.31-37. 14.1-2,Mark,13,31,37,Mark,14,1,2,,,,,,,,,,,,,,,,
le.go.lu.d117~leluLI.Gospel.chapverse,Mark,14.3-9,Mark,14,3,9,,,,,,,,,,,,,,,,,,,,
le.go.lu.d118~leluLI.Gospel.chapverse,Luke,20.45-21.4,Luke,20,45,47,Luke,21,1,4,,,,,,,,,,,,,,,,
le.go.lu.d119~leluLI.Gospel.chapverse,Luke,15.11-32,Luke,15,11,32,,,,,,,,,,,,,,,,,,,,
le.go.mc.d001~lemcLI.Gospel.chapverse,Luke,18.10-14,Luke,18,10,14,,,,,,,,,,,,,,,,,,,,
le.go.mc.d008~lemcLI.Gospel.chapverse,Luke,15.11-32,Luke,15,11,32,,,,,,,,,,,,,,,,,,,,
le.go.mc.d009~lemcLI.Gospel.chapverse,Mark,11.1-11,Mark,11,1,11,,,,,,,,,,,,,,,,,,,,
le.go.mc.d010~lemcLI.Gospel.chapverse,Mark,14.10-42,Mark,14,10,42,,,,,,,,,,,,,,,,,,,,
le.go.mc.d011~lemcLI.Gospel.chapverse,Mark,14.43-72; 15.1,Mark,14,43,72,Luke,15,1,1,,,,,,,,,,,,,,,,
le.go.mc.d012~lemcLI.Gospel.chapverse,Mark,15.1-15,Mark,15,1,15,,,,,,,,,,,,,,,,,,,,
le.go.mc.d013~lemcLI.Gospel.chapverse,Mark,15.20; 22; 25; 33-41,Mark,15,20,20,Mark,15,22,22,Mark,15,25,25,Mark,5,33,41,,,,,,,,
le.go.mc.d014~lemcLI.Gospel.chapverse,Luke,21.8-9; 25-27; 33-36,Luke,21,8,9,Luke,21,25,27,Luke,21,33,36,,,,,,,,,,,,
le.go.mc.d015~lemcLI.Gospel.chapverse,Matthew,25.31-46,Matthew,25,31,46,,,,,,,,,,,,,,,,,,,,
le.go.mc.d016~lemcLI.Gospel.chapverse,Luke,19.29-40; 22.7-39,Luke,19,29,40,Luke,22,7,39,,,,,,,,,,,,,,,,
le.go.mc.d017~lemcLI.Gospel.chapverse,Luke,22.39-42; 45-71; 23.1,Luke,22,39,42,Luke,22,45,71,Luke,23,1,1,,,,,,,,,,,,
le.go.mc.d019~lemcLI.Gospel.chapverse,Luke,23.1-31; 33; 44-56,Luke,23,1,31,Luke,23,33,33,Luke,23,44,56,,,,,,,,,,,,
le.go.mc.d021~lemcLI.Gospel.chapverse,Matthew,6.1-13,Matthew,6,1,13,,,,,,,,,,,,,,,,,,,,
le.go.mc.d022~lemcLI.Gospel.chapverse,Matthew,6.14-21,Matthew,6,14,21,,,,,,,,,,,,,,,,,,,,
le.go.mc.d024~lemcCO.Gospel.chapverse,Luke,21.8-36,Luke,21,8,36,,,,,,,,,,,,,,,,,,,,
le.go.mc.d025~lemcCO.Gospel.chapverse,Matthew,6.1-13,Matthew,6,1,13,,,,,,,,,,,,,,,,,,,,
le.go.mc.d026~lemcCO.Gospel.chapverse,Mark,11.22-26; Matt. 7.7-8,Mark,11,22,26,Matthew,7,7,8,,,,,,,,,,,,,,,,
le.go.mc.d027~lemcCO.Gospel.chapverse,Matthew,7.7-11,Matthew,7,7,11,,,,,,,,,,,,,,,,,,,,
le.go.mc.d028~lemcCO.Gospel.chapverse,John,15.1-7,John,15,1,7,,,,,,,,,,,,,,,,,,,,
le.go.mc.d028~lemcLI.Gospel.chapverse,Mark,2.23-28; 3.1-5,Mark,2,23,28,Mark,3,1,5,,,,,,,,,,,,,,,,
le.go.mc.d029~lemcLI.Gospel.chapverse,John,1.43-51,John,1,43,51,,,,,,,,,,,,,,,,,,,,
le.go.mc.d035~lemcLI.Gospel.chapverse,Mark,1.35-44,Mark,1,35,44,,,,,,,,,,,,,,,,,,,,
le.go.mc.d036~lemcLI.Gospel.chapverse,Mark,2.1-12,Mark,2,1,12,,,,,,,,,,,,,,,,,,,,
le.go.mc.d042~lemcLI.Gospel.chapverse,Mark,2.14-17,Mark,2,14,17,,,,,,,,,,,,,,,,,,,,
le.go.mc.d043~lemcLI.Gospel.chapverse,Mark,Mark 8.34-38; 9.1,Mark,8,34,38,Mark,9,1,1,,,,,,,,,,,,,,,,
le.go.mc.d049~lemcLI.Gospel.chapverse,Mark,7.31-37,Mark,7,31,37,,,,,,,,,,,,,,,,,,,,
le.go.mc.d050~lemcLI.Gospel.chapverse,Mark,9.17-31,Mark,9,17,31,,,,,,,,,,,,,,,,,,,,
le.go.mc.d056~lemcLI.Gospel.chapverse,Mark,8.27-31,Mark,8,27,31,,,,,,,,,,,,,,,,,,,,
le.go.mc.d057~lemcLI.Gospel.chapverse,Mark,10.32-45,Mark,10,32,45,,,,,,,,,,,,,,,,,,,,
le.go.mc.d063~lemcLI.Gospel.chapverse,John,11.1-45,John,11,1,45,,,,,,,,,,,,,,,,,,,,
le.go.mc.d064~lemcLI.Gospel.chapverse,John,12.1-18,John,12,1,18,,,,,,,,,,,,,,,,,,,,
le.go.mc.d064~lemcMA.Gospel.chapverse,Matthew,21.1-11; 15-17,Matthew,21,1,11,Matthew,21,15,17,,,,,,,,,,,,,,,,
le.go.mc.d065~lemcMA.Gospel.chapverse,Matthew,21.18-43,Matthew,21,18,43,,,,,,,,,,,,,,,,,,,,
le.go.mc.d066~lemcMA.Gospel.chapverse,Matthew,Mt. 22.15-46; 23.1-39,Matthew,22,15,46,Matthew,23,1,39,,,,,,,,,,,,,,,,
le.go.mc.d066~lemcVE.Gospel.chapverse,Matthew,24.3-35,Matthew,24,3,35,,,,,,,,,,,,,,,,,,,,
le.go.mc.d067~lemcMA.Gospel.chapverse,John,12.17-50,John,12,17,50,,,,,,,,,,,,,,,,,,,,
le.go.mc.d067~lemcVE.Gospel.chapverse,Matthew,24.36-51; 25.1-46; 26.1-2,Matthew,24,36,51,Matthew,25,1,46,Matthew,26,1,2,,,,,,,,,,,,
le.go.mc.d068~lemcMA.Gospel.chapverse,Luke,22.1-39,Luke,22,1,39,,,,,,,,,,,,,,,,,,,,
le.go.mc.d068~lemcVE.Gospel.chapverse,Matthew,26.6-16,Matthew,26,6,16,,,,,,,,,,,,,,,,,,,,
le.go.mc.d069~lemcH1.Gospel.chapverse,Matthew,27.1-56,Matthew,27,1,56,,,,,,,,,,,,,,,,,,,,
le.go.mc.d069~lemcH3.Gospel.chapverse,Mark,15.16-41,Mark,15,16,41,,,,,,,,,,,,,,,,,,,,
le.go.mc.d069~lemcH6.Gospel.chapverse,Luke,23.32-49,Luke,23,32,49,,,,,,,,,,,,,,,,,,,,
le.go.mc.d069~lemcH9.Gospel.chapverse,John,19.23-37,John,19,23,37,,,,,,,,,,,,,,,,,,,,
le.go.mc.d069~lemcHW.NiptirGospel1.chapverse,John,13.3-11,John,13,3,11,,,,,,,,,,,,,,,,,,,,
le.go.mc.d069~lemcHW.NiptirGospel2.chapverse,John,13.12-17,John,13,12,17,,,,,,,,,,,,,,,,,,,,
le.go.mc.d069~lemcHW.PassionGospel01.chapverse,John,13.31-38; 14-18.1,John,13,31,38,John,14,1,30,John,15,1,27,John,16,1,30,John,17,1,26,John,18,1,1
le.go.mc.d069~lemcHW.PassionGospel02.chapverse,John,18.1-28,John,18,1,28,,,,,,,,,,,,,,,,,,,,
le.go.mc.d069~lemcHW.PassionGospel03.chapverse,Matthew,26.57-75,Matthew,26,57,75,,,,,,,,,,,,,,,,,,,,
le.go.mc.d069~lemcHW.PassionGospel04.chapverse,John,18.28-40; 19.1-16,John,18,28,40,John,19,1,16,,,,,,,,,,,,,,,,
le.go.mc.d069~lemcHW.PassionGospel05.chapverse,Matthew,27.3-32,Matthew,27,3,32,,,,,,,,,,,,,,,,,,,,
le.go.mc.d069~lemcHW.PassionGospel06.chapverse,Mark,15.16-32,Mark,15,16,32,,,,,,,,,,,,,,,,,,,,
le.go.mc.d069~lemcHW.PassionGospel07.chapverse,Matthew,27.33-54,Matthew,27,33,54,,,,,,,,,,,,,,,,,,,,
le.go.mc.d069~lemcHW.PassionGospel08.chapverse,Luke,23.32-49,Luke,23,32,49,,,,,,,,,,,,,,,,,,,,
le.go.mc.d069~lemcHW.PassionGospel09.chapverse,John,19.25-37,John,19,25,37,,,,,,,,,,,,,,,,,,,,
le.go.mc.d069~lemcHW.PassionGospel10.chapverse,Mark,15.43-47,Mark,15,43,47,,,,,,,,,,,,,,,,,,,,
le.go.mc.d069~lemcHW.PassionGospel11.chapverse,John,19.38-42,John,19,38,42,,,,,,,,,,,,,,,,,,,,
le.go.mc.d069~lemcHW.PassionGospel12.chapverse,Matthew,27.62-66,Matthew,27,62,66,,,,,,,,,,,,,,,,,,,,
le.go.mc.d069~lemcVE.Gospel.chapverse,Matthew,Matthew 26.1-20; John 13.3-17; Matthew 26.21-39; Luke 22.43-44; Matthew 26.40-75; 27.1-2,Matthew,26,1,20,John,13,3,17,Matthew,26,21,39,Luke,22,43,44,Matthew,26,40,75,Matthew,27,1,2
le.go.mc.d070~lemcLI.Gospel.chapverse,Matthew,27.62-66,Matthew,27,62,66,,,,,,,,,,,,,,,,,,,,
le.go.mc.d070~lemcVE.Gospel.chapverse,Matthew,Matthew 27.1-38; Luke 23.39-43; Matthew 27.39-54; John 19.31-37; Matthew 27.55-61,Matthew,27,1,38,Luke,23,39,43,Matthew,27,39,54,John,19,31,37,Matthew,27,55,61,,,,
le.go.mc.d071~lemcLI.Gospel.chapverse,John,1.1-17,John,1,1,17,,,,,,,,,,,,,,,,,,,,
le.go.mc.d071~lemcMA.Gospel.chapverse,Mark,16.1-8,Mark,16,1,8,,,,,,,,,,,,,,,,,,,,
le.go.mc.d071~lemcVE.Gospel.chapverse,Matthew,28.1-20,Matthew,28,1,20,,,,,,,,,,,,,,,,,,,,
le.go.mc.d072~lemcLI.Gospel.chapverse,John,1.18-28,John,1,18,28,,,,,,,,,,,,,,,,,,,,
le.go.mc.d072~lemcVE.Gospel.chapverse,John,20.19-25,John,20,19,25,,,,,,,,,,,,,,,,,,,,
le.go.mc.d073~lemcLI.Gospel.chapverse,Luke,24.12-35,Luke,24,12,35,,,,,,,,,,,,,,,,,,,,
le.go.mc.d074~lemcLI.Gospel.chapverse,John,1.35-52,John,1,35,52,,,,,,,,,,,,,,,,,,,,
le.go.mc.d075~lemcLI.Gospel.chapverse,John,3.1-15,John,3,1,15,,,,,,,,,,,,,,,,,,,,
le.go.mc.d076~lemcLI.Gospel.chapverse,John,2.12-22,John,2,12,22,,,,,,,,,,,,,,,,,,,,
le.go.mc.d077~lemcLI.Gospel.chapverse,John,3.22-33,John,3,22,33,,,,,,,,,,,,,,,,,,,,
le.go.mc.d078~lemcLI.Gospel.chapverse,John,20.19-31,John,20,19,31,,,,,,,,,,,,,,,,,,,,
le.go.mc.d078~lemcMA.Gospel.chapverse,Matthew,28.16-20,Matthew,28,16,20,,,,,,,,,,,,,,,,,,,,
le.go.mc.d079~lemcLI.Gospel.chapverse,John,2.1-11,John,2,1,11,,,,,,,,,,,,,,,,,,,,
le.go.mc.d080~lemcLI.Gospel.chapverse,John,3.16-21,John,3,16,21,,,,,,,,,,,,,,,,,,,,
le.go.mc.d081~lemcLI.Gospel.chapverse,John,5.17-24,John,5,17,24,,,,,,,,,,,,,,,,,,,,
le.go.mc.d082~lemcLI.Gospel.chapverse,John,5.24-30,John,5,24,30,,,,,,,,,,,,,,,,,,,,
le.go.mc.d083~lemcLI.Gospel.chapverse,John,5.30-47; 6.1-2,John,5,30,47,John,6,1,2,,,,,,,,,,,,,,,,
le.go.mc.d084~lemcLI.Gospel.chapverse,John,6.14-27,John,6,14,27,,,,,,,,,,,,,,,,,,,,
le.go.mc.d085~lemcLI.Gospel.chapverse,John,15.43-47; 16.1-8,John,15,43,47,John,16,1,8,,,,,,,,,,,,,,,,
le.go.mc.d085~lemcMA.Gospel.chapverse,Luke,24.1-12,Luke,24,1,12,,,,,,,,,,,,,,,,,,,,
le.go.mc.d086~lemcLI.Gospel.chapverse,John,4.46-54,John,4,46,54,,,,,,,,,,,,,,,,,,,,
le.go.mc.d087~lemcLI.Gospel.chapverse,John,6.27-33,John,6,27,33,,,,,,,,,,,,,,,,,,,,
le.go.mc.d088~lemcLI.Gospel.chapverse,John,6.35-39,John,6,35,39,,,,,,,,,,,,,,,,,,,,
le.go.mc.d089~lemcLI.Gospel.chapverse,John,6.40-44,John,6,40,44,,,,,,,,,,,,,,,,,,,,
le.go.mc.d090~lemcLI.Gospel.chapverse,John,6.48-54,John,6,48,54,,,,,,,,,,,,,,,,,,,,
le.go.mc.d091~lemcLI.Gospel.chapverse,John,15.17-27; 16.1-2,John,15,17,27,John,16,1,2,,,,,,,,,,,,,,,,
le.go.mc.d092~lemcLI.Gospel.chapverse,John,5.1-15,John,5,1,15,,,,,,,,,,,,,,,,,,,,
le.go.mc.d092~lemcMA.Gospel.chapverse,Luke,24.13-35,Luke,24,12,35,,,,,,,,,,,,,,,,,,,,
le.go.mc.d093~lemcLI.Gospel.chapverse,John,6.56-69,John,6,56,69,,,,,,,,,,,,,,,,,,,,
le.go.mc.d094~lemcLI.Gospel.chapverse,John,7.1-13,John,7,1,13,,,,,,,,,,,,,,,,,,,,
le.go.mc.d095~lemcLI.Gospel.chapverse,John,7.14-30,John,7,14,30,,,,,,,,,,,,,,,,,,,,
le.go.mc.d096~lemcLI.Gospel.chapverse,John,8.12-20,John,8,12,20,,,,,,,,,,,,,,,,,,,,
le.go.mc.d097~lemcLI.Gospel.chapverse,John,8.21-30,John,8,21,30,,,,,,,,,,,,,,,,,,,,
le.go.mc.d098~lemcLI.Gospel.chapverse,John,8.31-42,John,8,31,42,,,,,,,,,,,,,,,,,,,,
le.go.mc.d099~lemcLI.Gospel.chapverse,John,4.5-42,John,4,5,42,,,,,,,,,,,,,,,,,,,,
le.go.mc.d099~lemcMA.Gospel.chapverse,John,20.1-10,John,20,1,10,,,,,,,,,,,,,,,,,,,,
le.go.mc.d100~lemcLI.Gospel.chapverse,John,8.42-51,John,8,42,51,,,,,,,,,,,,,,,,,,,,
le.go.mc.d101~lemcLI.Gospel.chapverse,John,8.51-59,John,8,51,59,,,,,,,,,,,,,,,,,,,,
le.go.mc.d102~lemcLI.Gospel.chapverse,John,6.5-14,John,6,5,14,,,,,,,,,,,,,,,,,,,,
le.go.mc.d103~lemcLI.Gospel.chapverse,John,9.39-10.9,John,9,39,41,,,,,,,,,,,,,,,,,,,,
le.go.mc.d104~lemcLI.Gospel.chapverse,John,10.17-28,John,10,17,28,,,,,,,,,,,,,,,,,,,,
le.go.mc.d105~lemcLI.Gospel.chapverse,John,10.27-38,John,10,27,38,,,,,,,,,,,,,,,,,,,,
le.go.mc.d106~lemcLI.Gospel.chapverse,John,9.1-38,John,9,1,38,,,,,,,,,,,,,,,,,,,,
le.go.mc.d106~lemcMA.Gospel.chapverse,John,20.11-18,John,20,11,18,,,,,,,,,,,,,,,,,,,,
le.go.mc.d107~lemcLI.Gospel.chapverse,John,11.47-54,John,11,47,54,,,,,,,,,,,,,,,,,,,,
le.go.mc.d108~lemcLI.Gospel.chapverse,John,12.19-36,John,12,19,36,,,,,,,,,,,,,,,,,,,,
le.go.mc.d109~lemcLI.Gospel.chapverse,John,12.36-47,John,12,36,47,,,,,,,,,,,,,,,,,,,,
le.go.mc.d110~lemcLI.Gospel.chapverse,John,24.36-53,John,24,36,53,,,,,,,,,,,,,,,,,,,,
le.go.mc.d110~lemcMA.Gospel.chapverse,Mark,16.9-20,Mark,16,9,20,,,,,,,,,,,,,,,,,,,,
le.go.mc.d111~lemcLI.Gospel.chapverse,John,14.1-11,John,14,1,11,,,,,,,,,,,,,,,,,,,,
le.go.mc.d112~lemcLI.Gospel.chapverse,John,14.10-21,John,14,10,21,,,,,,,,,,,,,,,,,,,,
le.go.mc.d113~lemcLI.Gospel.chapverse,John,17.1-13,John,17,1,13,,,,,,,,,,,,,,,,,,,,
le.go.mc.d114~lemcLI.Gospel.chapverse,John,14.27-15.7,John,14,27,30,John,15,1,7,,,,,,,,,,,,,,,,
le.go.mc.d115~lemcLI.Gospel.chapverse,John,16.2-13,John,16,2,13,,,,,,,,,,,,,,,,,,,,
le.go.mc.d116~lemcLI.Gospel.chapverse,John,16.15-23,John,16,15,23,,,,,,,,,,,,,,,,,,,,
le.go.mc.d117~lemcLI.Gospel.chapverse,John,16.23-33,John,16,23,33,,,,,,,,,,,,,,,,,,,,
le.go.mc.d118~lemcLI.Gospel.chapverse,John,17.18-26,John,17,18,26,,,,,,,,,,,,,,,,,,,,
le.go.mc.d119~lemcLI.Gospel.chapverse,John,21.14-25,John,21,14,25,,,,,,,,,,,,,,,,,,,,
le.go.mc.d120~lemcLI.Gospel.chapverse,John,7.37-52; 8.12,John,7,37,52,John,8,1,12,,,,,,,,,,,,,,,,
le.go.mc.d120~lemcMA.Gospel.chapverse,John,20.19-23,John,20,19,23,,,,,,,,,,,,,,,,,,,,
le.go.mc.d121~lemcLI.Gospel.chapverse,Matthew,18.10-20,Matthew,18,10,20,,,,,,,,,,,,,,,,,,,,
le.go.mc.d122~lemcLI.Gospel.chapverse,Matthew,4.23-25; 5.1-13,Matthew,4,23,25,Matthew,5,1,13,,,,,,,,,,,,,,,,
le.go.mc.d123~lemcLI.Gospel.chapverse,Matthew,5.20-26,Matthew,5,20,26,,,,,,,,,,,,,,,,,,,,
le.go.mc.d124~lemcLI.Gospel.chapverse,Matthew,5.27-32,Matthew,5,27,32,,,,,,,,,,,,,,,,,,,,
le.go.mc.d125~lemcLI.Gospel.chapverse,Matthew,5.33-41,Matthew,5,33,41,,,,,,,,,,,,,,,,,,,,
le.go.mc.d126~lemcLI.Gospel.chapverse,Matthew,5.42-48,Matthew,5,42,48,,,,,,,,,,,,,,,,,,,,
le.go.mc.d127~lemcLI.Gospel.chapverse,Matthew,10.32-33; 37-38; 19.27-30,Matthew,10,32,33,Matthew,10,37,38,Matthew,19,27,30,,,,,,,,,,,,
le.go.mc.d128~lemcLI.Gospel.chapverse,Matthew,6.31-34; 7.9-11,Matthew,6,31,34,Matthew,7,9,11,,,,,,,,,,,,,,,,
le.go.mc.d129~lemcLI.Gospel.chapverse,Matthew,7.15-21,Matthew,7,15,21,,,,,,,,,,,,,,,,,,,,
le.go.mc.d130~lemcLI.Gospel.chapverse,Matthew,7.21-23,Matthew,7,21,23,,,,,,,,,,,,,,,,,,,,
le.go.mc.d131~lemcLI.Gospel.chapverse,Matthew,8.23-27,Matthew,8,23,27,,,,,,,,,,,,,,,,,,,,
le.go.mc.d132~lemcLI.Gospel.chapverse,Matthew,9.14-17,Matthew,9,14,17,,,,,,,,,,,,,,,,,,,,
le.go.mc.d133~lemcLI.Gospel.chapverse,Matthew,7.1-8,Matthew,7,1,8,,,,,,,,,,,,,,,,,,,,
le.go.mc.d134~lemcLI.Gospel.chapverse,Matthew,4.18-23,Matthew,4,18,23,,,,,,,,,,,,,,,,,,,,
le.go.mc.d135~lemcLI.Gospel.chapverse,Matthew,9.36-38; 10.1-8,Matthew,9,36,38,Matthew,10,1,8,,,,,,,,,,,,,,,,
le.go.mc.d136~lemcLI.Gospel.chapverse,Matthew,10.9-15,Matthew,10,9,15,,,,,,,,,,,,,,,,,,,,
le.go.mc.d137~lemcLI.Gospel.chapverse,Matthew,10.16-22,Matthew,10,16,22,,,,,,,,,,,,,,,,,,,,
le.go.mc.d138~lemcLI.Gospel.chapverse,Matthew,10.23-31,Matthew,10,23,31,,,,,,,,,,,,,,,,,,,,
le.go.mc.d139~lemcLI.Gospel.chapverse,Matthew,10.32-36; 11.1,Matthew,10,32,36,Matthew,11,1,1,,,,,,,,,,,,,,,,
le.go.mc.d140~lemcLI.Gospel.chapverse,Matthew,7.24-29; 8.1-4,Matthew,7,24,29,Matthew,8,1,4,,,,,,,,,,,,,,,,
le.go.mc.d141~lemcLI.Gospel.chapverse,Matthew,6.22-33,Matthew,6,22,33,,,,,,,,,,,,,,,,,,,,
le.go.mc.d142~lemcLI.Gospel.chapverse,Matthew,11.2-15,Matthew,11,2,15,,,,,,,,,,,,,,,,,,,,
le.go.mc.d143~lemcLI.Gospel.chapverse,Matthew,11.6-20,Matthew,11,6,20,,,,,,,,,,,,,,,,,,,,
le.go.mc.d144~lemcLI.Gospel.chapverse,Matthew,11.20 - 26,Matthew,11,20,26,,,,,,,,,,,,,,,,,,,,
le.go.mc.d145~lemcLI.Gospel.chapverse,Matthew,11.27-30,Matthew,11,27,30,,,,,,,,,,,,,,,,,,,,
le.go.mc.d146~lemcLI.Gospel.chapverse,Matthew,12.1-8,Matthew,12,1,8,,,,,,,,,,,,,,,,,,,,
le.go.mc.d147~lemcLI.Gospel.chapverse,Matthew,8.14-23,Matthew,8,14,23,,,,,,,,,,,,,,,,,,,,
le.go.mc.d148~lemcLI.Gospel.chapverse,Matthew,8.5-13,Matthew,8,5,13,,,,,,,,,,,,,,,,,,,,
le.go.mc.d149~lemcLI.Gospel.chapverse,Matthew,12.9-13,Matthew,12,9,13,,,,,,,,,,,,,,,,,,,,
le.go.mc.d150~lemcLI.Gospel.chapverse,Matthew,12.14-17; 22-30,Matthew,12,14,17,Matthew,12,22,30,,,,,,,,,,,,,,,,
le.go.mc.d151~lemcLI.Gospel.chapverse,Matthew,12.38-45,Matthew,12,38,45,,,,,,,,,,,,,,,,,,,,
le.go.mc.d152~lemcLI.Gospel.chapverse,Matthew,12.46-50; 13.1-3,Matthew,12,46,50,Matthew,13,1,3,,,,,,,,,,,,,,,,
le.go.mc.d153~lemcLI.Gospel.chapverse,Matthew,13.3-9,Matthew,13,3,9,,,,,,,,,,,,,,,,,,,,
le.go.mc.d154~lemcLI.Gospel.chapverse,Matthew,9.9-13,Matthew,9,9,13,,,,,,,,,,,,,,,,,,,,
le.go.mc.d155~lemcLI.Gospel.chapverse,Matthew,8.28-34; 9.1,Matthew,8,28,34,Matthew,9,1,1,,,,,,,,,,,,,,,,
le.go.mc.d156~lemcLI.Gospel.chapverse,Matthew,13.10-23; 43,Matthew,13,10,23,Matthew,13,43,43,,,,,,,,,,,,,,,,
le.go.mc.d157~lemcLI.Gospel.chapverse,Matthew,13.24-30,Matthew,13,24,30,,,,,,,,,,,,,,,,,,,,
le.go.mc.d158~lemcLI.Gospel.chapverse,Matthew,13.31-36,Matthew,13,31,36,,,,,,,,,,,,,,,,,,,,
le.go.mc.d159~lemcLI.Gospel.chapverse,Matthew,13.36-43,Matthew,13,36,43,,,,,,,,,,,,,,,,,,,,
le.go.mc.d160~lemcLI.Gospel.chapverse,Matthew,13.44-54,Matthew,13,44,54,,,,,,,,,,,,,,,,,,,,
le.go.mc.d161~lemcLI.Gospel.chapverse,Matthew,9.18 - 26,Matthew,9,18,26,,,,,,,,,,,,,,,,,,,,
le.go.mc.d162~lemcLI.Gospel.chapverse,Matthew,9.1-8,Matthew,9,1,8,,,,,,,,,,,,,,,,,,,,
le.go.mc.d163~lemcLI.Gospel.chapverse,Matthew,13.54-58,Matthew,13,54,58,,,,,,,,,,,,,,,,,,,,
le.go.mc.d164~lemcLI.Gospel.chapverse,Matthew,14.1-13,Matthew,14,1,13,,,,,,,,,,,,,,,,,,,,
le.go.mc.d165~lemcLI.Gospel.chapverse,Matthew,14.35-36; 15.1-11,Matthew,14,35,36,Matthew,15,1,11,,,,,,,,,,,,,,,,
le.go.mc.d166~lemcLI.Gospel.chapverse,Matthew,15.12-21,Matthew,15,12,21,,,,,,,,,,,,,,,,,,,,
le.go.mc.d167~lemcLI.Gospel.chapverse,Matthew,15.29-31,Matthew,15,29,31,,,,,,,,,,,,,,,,,,,,
le.go.mc.d168~lemcLI.Gospel.chapverse,Matthew,10.37-42; 11.1,Matthew,10,32,36,Matthew,11,1,1,,,,,,,,,,,,,,,,
le.go.mc.d169~lemcLI.Gospel.chapverse,Matthew,9.27-35,Matthew,9,27,35,,,,,,,,,,,,,,,,,,,,
le.go.mc.d170~lemcLI.Gospel.chapverse,Matthew,16.1-6,Matthew,16,1,6,,,,,,,,,,,,,,,,,,,,
le.go.mc.d171~lemcLI.Gospel.chapverse,Matthew,16.6-12,Matthew,16,6,12,,,,,,,,,,,,,,,,,,,,
le.go.mc.d172~lemcLI.Gospel.chapverse,Matthew,16.20-24,Matthew,16,20,24,,,,,,,,,,,,,,,,,,,,
le.go.mc.d173~lemcLI.Gospel.chapverse,Matthew,16.24-28,Matthew,16,24,28,,,,,,,,,,,,,,,,,,,,
le.go.mc.d174~lemcLI.Gospel.chapverse,Matthew,17.10-18,Matthew,17,10,18,,,,,,,,,,,,,,,,,,,,
le.go.mc.d175~lemcLI.Gospel.chapverse,Matthew,12.30-37,Matthew,12,30,37,,,,,,,,,,,,,,,,,,,,
le.go.mc.d176~lemcLI.Gospel.chapverse,Matthew,14.14-22,Matthew,14,14,22,,,,,,,,,,,,,,,,,,,,
le.go.mc.d177~lemcLI.Gospel.chapverse,Matthew,18.1-11,Matthew,18,1,11,,,,,,,,,,,,,,,,,,,,
le.go.mc.d178~lemcLI.Gospel.chapverse,Matthew,18.18-22; 19.1-2; 13-15,Matthew,18,18,22,Matthew,19,1,2,Matthew,19,13,15,,,,,,,,,,,,
le.go.mc.d179~lemcLI.Gospel.chapverse,Matthew,20.1-16,Matthew,20,1,16,,,,,,,,,,,,,,,,,,,,
le.go.mc.d180~lemcLI.Gospel.chapverse,Matthew,20.17-28,Matthew,20,17,28,,,,,,,,,,,,,,,,,,,,
le.go.mc.d181~lemcLI.Gospel.chapverse,Matthew,21.12-14; 17-20,Matthew,21,12,14,Matthew,21,17,20,,,,,,,,,,,,,,,,
le.go.mc.d182~lemcLI.Gospel.chapverse,Matthew,15.32-39,Matthew,15,32,39,,,,,,,,,,,,,,,,,,,,
le.go.mc.d183~lemcLI.Gospel.chapverse,Matthew,14.22-34,Matthew,14,22,34,,,,,,,,,,,,,,,,,,,,
le.go.mc.d184~lemcLI.Gospel.chapverse,Matthew,21.18-22,Matthew,21,18,22,,,,,,,,,,,,,,,,,,,,
le.go.mc.d185~lemcLI.Gospel.chapverse,Matthew,21.23-27,Matthew,21,23,27,,,,,,,,,,,,,,,,,,,,
le.go.mc.d186~lemcLI.Gospel.chapverse,Matthew,21.28-32,Matthew,21,28,32,,,,,,,,,,,,,,,,,,,,
le.go.mc.d187~lemcLI.Gospel.chapverse,Matthew,21.43-46,Matthew,21,43,46,,,,,,,,,,,,,,,,,,,,
le.go.mc.d188~lemcLI.Gospel.chapverse,Matthew,22.23-33,Matthew,22,23,33,,,,,,,,,,,,,,,,,,,,
le.go.mc.d189~lemcLI.Gospel.chapverse,Matthew,17.24-27; 18.1-4,Matthew,17,24,27,Matthew,18,1,4,,,,,,,,,,,,,,,,
le.go.mc.d190~lemcLI.Gospel.chapverse,Matthew,17.14-23,Matthew,17,14,23,,,,,,,,,,,,,,,,,,,,
le.go.mc.d191~lemcLI.Gospel.chapverse,Matthew,23.13-22,Matthew,23,13,22,,,,,,,,,,,,,,,,,,,,
le.go.mc.d192~lemcLI.Gospel.chapverse,Matthew,23.23-28,Matthew,23,23,28,,,,,,,,,,,,,,,,,,,,
le.go.mc.d193~lemcLI.Gospel.chapverse,Matthew,23.29-39,Matthew,23,29,39,,,,,,,,,,,,,,,,,,,,
le.go.mc.d194~lemcLI.Gospel.chapverse,Matthew,24.13-28,Matthew,24,13,28,,,,,,,,,,,,,,,,,,,,
le.go.mc.d195~lemcLI.Gospel.chapverse,Matthew,24.27-33; 42-51,Matthew,24,27,33,Matthew,24,42,51,,,,,,,,,,,,,,,,
